name,address,city,state,neighborhood,category,google_place_id,phone,website
"unknown restaurant","16 E 46th St, New York, NY 10017, USA",Manhattan,NY,Manhattan,dining,ChIJswKD6X9ZwokRzBuPAc0mo9E,,https://readingroomnyc.com/
"Garage Grill","25 Western Ave, Marlboro, NY 12542, USA",Marlboro,NY,"",dining,ChIJgzIaPQA73YkRSbnBUnA27Mw,"(845) 236-9542",
"Bacha Coffee","Dar el Bacha, Rte Sidi Abdelaziz, Marrakech 40000, Morocco",Marrakech,NY,"Médina",dining,ChIJ_XfHgqzvrw0RfD6oNnt7Zxo,,
"Comptoir Darna","Av. Echouhada, Marrakech 40000, Morocco",Marrakech,NY,,dining,ChIJ_cvwi_Xurw0RSj4B7glmbYY,,
"Newyork lounge","FFV8+C7H Uptown Lounge, Mekele, Ethiopia",Mekelle,NY,,nightlife,ChIJ_ysWdCv9ahYR_usdEDX1JFw,,
"Social Corner","243-24 Merrick Blvd, Rosedale, NY 11422, USA",Merrick,NY,Rosedale,nightlife,ChIJDd15AwxkwokR0FHXwBaW4Q4,,https://socialcornerrestaurant.com/
"7th Street Burger","524 Jericho Tpke, Mineola, NY 11501, USA",Mineola,NY,,dining,ChIJH7MDSqhjwokRMFXdVsj1Q24,"(877) 332-1832",https://locations.7thstreetburger.com/locations/ny/mineola/524-jericho-turnpike
"The Rex Burger and Lobster","132 W 43rd St, New York, NY 10036, USA",Mineola,NY,Manhattan,dining,ChIJd44fMFVYwokRqpXE6s9gnV4,,https://www.burgerandlobster.com/locations/new-york/bryant-park/?utm_source=google&utm_medium=local&utm_campaign=gmblisting
Wynwood,"2250 NW 2nd Ave, Miami, FL 33127, USA","Multiple Locations",NY,"Wynwood Art District",nightlife,ChIJRwghBLK22YgR_csunfj75Q8,,https://www.wynwood-marketplace.com/
"Café Boulud Baha Mar","Rosewood Baha Mar, 1 Baha Mar Blvd, Nassau, The Bahamas",Nassau,NY,,dining,ChIJ7yfe1GRjL4kRNfJWZmRzZnI,,https://www.rosewoodhotels.com/en/baha-mar/dining/cafe-boulud
"Grand Hyatt","1 Baha Mar Blvd, Nassau, The Bahamas",Nassau,NY,,dining,ChIJr46EJZ9jL4kRREJJKJBWrbU,"(844) 709-3850",https://www.hyatt.com/grand-hyatt/en-US/nasgh-grand-hyatt-baha-mar?src=corp_lclb_google_seo_nasgh&utm_source=google&utm_medium=organic&utm_campaign=lmr
"Marcus Baha Mar","1 Baha Mar Blvd, Nassau, The Bahamas",Nassau,NY,,dining,ChIJPZaxiFNjL4kREjCyz4oy8DY,,https://www.marcusbahamar.com/
"Marcus Cooks","1 Baha Mar Blvd, Nassau, The Bahamas",Nassau,NY,,dining,ChIJPZaxiFNjL4kREjCyz4oy8DY,"(242) 788-7333",https://www.marcusbahamar.com/
Rosewood,"One, One Baha Mar Blvd, Nassau, The Bahamas",Nassau,NY,,dining,ChIJO8cPOCJjL4kRHAWou9ZAoTI,"(242) 788-8500",https://www.rosewoodhotels.com/en/baha-mar?utm_source=google&utm_medium=seo&utm_campaign=google_my_business&utm_content=BHM
SLS,"1 Baha Mar Blvd, Nassau, The Bahamas",Nassau,NY,,dining,ChIJmSPGIiJjL4kR88iR82yTwSU,"(866) 225-4561",https://slshotels.com/baha-mar/?utm_source=google&utm_medium=organic&utm_campaign=gmb-website&utm_content=website_button
"Sapodilla Restaurant","W Bay St, Nassau, The Bahamas",Nassau,NY,,dining,ChIJFb1OA7djL4kR5WFpx4iz8O8,,https://www.sapodillabahamas.com/
Bittersweet,"7491 State Rte 55, Neversink, NY 12765, USA",Neversink,NY,,dining,ChIJcT13M-CV3IkRiFXBhD2JFjA,,https://hemlockneversink.com/
"Noma Social","1 Radisson Plaza, New Rochelle, NY 10801, USA","New Rochelle",NY,,dining,ChIJq-kxE46NwokRKOzDEHJfIxg,,https://www.wyndhamhotels.com/trademark/new-rochelle-new-york/hotel-noma-trademark-collection/overview
"G & H Deli","119 1st St, Newburgh, NY 12550, USA",Newburgh,NY,,dining,ChIJ-S62dycz3YkRNbeF3jk1ImU,,
KYU,"324 Lafayette St, New York, NY 10012, USA",NoHo,NY,Manhattan,dining,ChIJRUXf9uBZwokR9WS3NBhSjYk,,https://www.kyurestaurants.com/location/kyu-nyc/?utm_source=gmb
blackbarnrestaurant,"19 E 26th St, New York, NY 10010, USA",NoMAD,NY,Manhattan,dining,ChIJQZSnWKZZwokRXPNOv9-qWsY,,http://blackbarnrestaurant.com/
"A Guyanese-Chinese restaurant","1299B Grand Ave, Baldwin, NY 11510, USA","North Baldwin",NY,,dining,ChIJYVDfa2l9wokRdlkBXq81-7c,"(516) 600-9328",https://www.palmislandny.com/
"Guyanese-Chinese restaurant","1299B Grand Ave, Baldwin, NY 11510, USA","North Baldwin",NY,,dining,ChIJYVDfa2l9wokRdlkBXq81-7c,,https://www.palmislandny.com/
Allard,"41 Rue Saint-André des Arts, 75006 Paris, France",Paris,NY,,dining,ChIJfdZi-d5x5kcR2Ez_J64oZWY,,
"Bar Les Ambassadeurs","10 Rue Boissy d'Anglas, 75008 Paris, France",Paris,NY,,dining,ChIJ9-s9Jj5u5kcR7oJHm5aqgrA,,
"Brasserie Flottes","2 Rue Cambon, 75001 Paris, France",Paris,NY,,dining,ChIJDeI4Jx9v5kcRItEpEe0E6jo,,
"Breizh Cafe","109 Rue Vieille du Temple, 75003 Paris, France",Paris,NY,,dining,ChIJly1xVgFu5kcRoruGNAxdAyY,,
"Cafe Carette","4 Pl. du Trocadéro et du 11 Novembre, 75016 Paris, France",Paris,NY,,dining,ChIJXQvlQftv5kcROZUkVMlEAdo,,
"Cafe Laperouse","2 Pl. de la Concorde, 75001 Paris, France",Paris,NY,,dining,ChIJy0uxFbFv5kcRY5pz2Ruz8aM,,
"Cafe de l’Homme","17 Pl. du Trocadéro et du 11 Novembre, 75016 Paris, France",Paris,NY,,dining,ChIJlSwHnvxv5kcR2JG3yHEsjG4,,
Carette,"4 Pl. du Trocadéro et du 11 Novembre, 75016 Paris, France",Paris,NY,,dining,ChIJXQvlQftv5kcROZUkVMlEAdo,,
"Chez Janou","2 Rue Roger Verlomme, 75003 Paris, France",Paris,NY,,dining,ChIJaXXlBgBu5kcRzeSQ0Um9YSg,,
"Cinq Mars","51 Rue de Verneuil, 75007 Paris, France",Paris,NY,,dining,ChIJdd-9Oyhu5kcRyYfBOFrZK4M,,
Derriere,"69 Rue des Gravilliers, 75003 Paris, France",Paris,NY,,dining,ChIJM9X48Rpu5kcRPU4IwcxRjZk,,
"La Renommee","95 Rue Saint-Honoré, 75001 Paris, France",Paris,NY,,dining,ChIJrZPhsAlv5kcRSvvLZGCbXuw,,
"Laduree Carrousel du Lourve","Carrousel du Louvre, 99 Rue de Rivoli Emplacement M11, 75001 Paris, France",Paris,NY,,dining,ChIJWSrQksBv5kcRF9jfxn1cSMI,,
"Le Procope","13 Rue de l'Ancienne Comédie, 75006 Paris, France",Paris,NY,,dining,ChIJdQn7zN5x5kcRhKnVo8EDJS0,,
"Le Tout","8 Quai du Louvre, 75001 Paris, France",Paris,NY,,dining,ChIJxYJUC2lv5kcRlhdpWba_aGU,,
"Le Voltaire","27 Quai Voltaire, 75007 Paris, France",Paris,NY,,dining,ChIJp_uMAClu5kcRHez65e7i1pE,,
"Les Jules Verne","Avenue Gustave Eiffel 2ème, Tour Eiffel, Av. Anatole France, 75007 Paris, France",Paris,NY,,dining,ChIJl_7p8uFv5kcRj5ZGEf31ILM,,
"L’Avant Comptoir de la Terre","3 Carr de l'Odéon, 75006 Paris, France",Paris,NY,,dining,ChIJVYwTsI9x5kcRhNf7e9kza_0,,
"Marius et Janette","4 Av. George V, 75008 Paris, France",Paris,NY,,dining,ChIJqXlcDd1v5kcRzOp2UKIkads,,
"Robert et Louise","64 Rue Vieille du Temple, 75003 Paris, France",Paris,NY,,dining,ChIJtyDGugNu5kcRTUlQclhsBbs,,
Stohrer,,Paris,NY,,dining,ChIJdz7rPhhu5kcRq862GQcM148,,
"Stella's","321 9th St, Brooklyn, NY 11215, USA","Park Slope",NY,"Park Slope",dining,ChIJ7_2iXnhbwokRxWtxV2vpzf8,,http://stellascaribbean.com/
"Norsdale Phoenicia","6300 NY-28, Phoenicia, NY 12464, USA",Phoenicia,NY,,dining,ChIJdRIDPSRW3IkR2XAIzdv9qAM,,http://norsdale.com/
"Dirty Taco and Tequila","10 Matinecock Ave, Port Washington, NY 11050, USA","Port Washington",NY,,dining,ChIJbTYubPWPwokRzuWKTYPPG64,"(516) 944-7900",https://www.dirtytacoandtequila.com/
"Atlantic Bakery","116-20 Atlantic Ave, South Richmond Hill, NY 11419, USA",Queens,NY,"South Richmond Hill",dining,ChIJEXdXfFNnwokRmGnTv9hrKAM,,http://atlanticbakery.net/
"Blend lounge","127-07 Atlantic Ave, Richmond Hill, NY 11419, USA",Queens,NY,"Richmond Hill",nightlife,ChIJY2XnubVgwokRmaYnDwWsXm0,,http://blendloungeny.com/
"Caribbean Soul NYC","234-04 Merrick Blvd, Rosedale, NY 11422, USA",Queens,NY,Rosedale,dining,ChIJJwFYXw9kwokRlIIomuKFEb8,,http://caribbeansoulnyc.com/
"Cascade Jerk","119-02 Sutphin Blvd, Jamaica, NY 11434, USA",Queens,NY,Jamaica,dining,ChIJbUV1nddmwokRYppG3jykSYE,,
"Chew the Fat","146-14 Rockaway Blvd, South Ozone Park, NY 11436, USA",Queens,NY,"South Ozone Park",dining,ChIJJelVzd5mwokRIyMDUb0oVII,,https://www.chewthefatnyc.com/menu
"Cream Ridgewood","59-09 71st Ave, Ridgewood, NY 11385, USA",Queens,NY,Ridgewood,dining,ChIJxdiXIn9dwokRbQRLN0aPS2U,,http://creamridgewood.com/
"Delicious Soul Food","114-64 Merrick Blvd, Jamaica, NY 11434, USA",Queens,NY,Jamaica,dining,ChIJ_yuRjkNhwokRl3_jD4IiWqY,,
"Epic Lounge","122-01 Rockaway Blvd, South Ozone Park, NY 11420, USA",Queens,NY,"South Ozone Park",nightlife,ChIJwYma1KxnwokRmKhvbVD69ys,,http://epiclounge.org/
"Impulse Lounge","129-04 Liberty Ave, South Richmond Hill, NY 11419, USA",Queens,NY,"South Richmond Hill",nightlife,ChIJ65Ek-ENnwokRv6qMa9PQYkw,,https://instagram.com/impulseloungenyc
"Little Guyana Restaurant and Lounge","111-05 Liberty Ave, Jamaica, NY 11419, USA",Queens,NY,Jamaica,dining|nightlife|lounge,ChIJLQMcIJdnwokRUCVkusRXzFQ,,
Mayahuel,"32-07 34th Ave, Queens, NY 11106, USA",Queens,NY,Astoria,dining,ChIJX3m3RoJfwokRKHEFUN8sMQI,,http://mayahuelastoria.com/
"Mon Amour Café","36-01 35th Ave, Astoria, NY 11106, USA",Queens,NY,Astoria,dining,ChIJpXWmFQBfwokRcp0SFLHwH6Y,"",https://www.instagram.com/monamourcoffeewine/
"Q102 Pool Hall","102-14 Jamaica Ave, Jamaica, NY 11418, USA",Queens,NY,Jamaica,nightlife,ChIJJ15Vl_RdwokRDcb1I5bqRlA,,
"Queens Juici Patties","113-17 Sutphin Blvd, Jamaica, NY 11435, USA",Queens,NY,Jamaica,dining,ChIJya9CKrVnwokR2YYHhcDrcKg,"(347) 233-2076",https://juicipattiesusa.com/
"Queens Night Market","47-01 111th St, Corona, NY 11368, USA",Queens,NY,Corona,dining,ChIJ50BH9tpfwokREN2-D3gMVnc,,http://queensnightmarket.com/
"Rollin' Heroes","54-20 Broadway, Woodside, NY 11377, USA",Queens,NY,Woodside,dining,ChIJMcsfXeZfwokRfDqxWg0kHho,,https://rollinheros.getsauce.com/?utm_source=GMB&utm_medium=Website+Button&utm_id=rollinheros
"Smash House Queens","69-44 Main St, Kew Gardens Hills, NY 11367, USA",Queens,NY,"Kew Gardens Hills",dining,ChIJ2djqmG9hwokRlFGSzmnHNsA,,https://www.smashhouseburgers.com/
"Soul City","114-64 Merrick Blvd, Jamaica, NY 11434, USA",Queens,NY,Jamaica,dining,ChIJ_yuRjkNhwokRl3_jD4IiWqY,,
"Soul City Taste Test","114-64 Merrick Blvd, Jamaica, NY 11434, USA",Queens,NY,,dining,ChIJ___v7AwKkEcRNg9CMyQPYAA,,
"The Attic","136-93 37th Ave, Flushing, NY 11354, USA",Queens,NY,Flushing,nightlife,ChIJR_kDyaZhwokR7UgQE1Hfup4,,http://www.theattic136.com/
"The Chickin Box","201-03 Murdock Ave, St. Albans, NY 11412, USA",Queens,NY,"St. Albans",dining,ChIJvxIwnlNhwokRaRj9bp5jwXM,"(347) 626-7001",https://www.thechickinbox.com/
"The Green Grump Christmas Pop Up Bar","45-06 Pearson Street Rooftop, Long Island City, NY 11101, USA",Queens,NY,"Long Island City",nightlife,ChIJA18F3yhZwokRO2GCqMAG4k0,,https://skybarlic.com/
"The Rooftop","11-01 43rd Ave, Long Island City, NY 11101, USA",Queens,NY,"Long Island City",dining,ChIJjQjGfpJZwokRRMofQubPDec,,https://www.lostinparadiserooftop.com/
"Toledo Cafe","77FP+QVP, Al Zaim Ghandi, El Manakh, Port Said Governorate 8563140, Egypt",Queens,NY,,dining,ChIJYxmt7D6d-RQR15wdk0zzgeg,"",""
"True Flavors Roti Shop","140-16 Rockaway Blvd, South Ozone Park, NY 11436, USA",Queens,NY,"South Ozone Park",dining,ChIJL5oucqhnwokRy4ycep4aZeY,,https://caribbeanrestaurantqueens.com/
"Underground Lounge","104-09 123rd St, South Richmond Hill, NY 11419, USA",Queens,NY,"South Richmond Hill",nightlife,ChIJ5WvtiElnwokRSbTJpgWtWa8,,https://m.facebook.com/queens.undergroundlounge/
"WTF Sushi","47-15 Northern Blvd, Long Island City, NY 11101, USA",Queens,NY,"Long Island City",dining,ChIJ2T-JYq1fwokRuNLL5kX7G9I,,
"Tootsies Everything Waffle","473 Quinby Plaza Way, Quinby, SC 29506, USA",Quinby,NY,"",dining,ChIJr8dijJhnVYgRqITBKkDxagw,"(843) 702-0074",http://tootsieseverything.com/
Dasheene,"Rabot Estate Soufriere Post Office Jalousle, Jalousle, St Lucia","Saint Lucia",NY,,dining,ChIJX873RmGJQIwR58MbUxVxTkk,,https://www.ladera.com/?utm_source=local-directories&utm_medium=organic&utm_campaign=travelclick-localconnect
"Chai Qahwah Lounge","1310 Middle Country Rd unit 3a, Selden, NY 11784, USA",Selden,NY,,lounge,ChIJMxNk-s5H6IkRNUchmHnNFoE,,https://chaiqahwahlounge.com/
"the Apartment","St James Residences, 11 Brewer St, London W1F 0RQ, UK",SoHo,NY,,nightlife,ChIJE3wSntMEdkgRWJ2H_n5ZQC8,,
"the otter soho","58 Thompson St, New York, NY 10012, USA",SoHo,NY,Manhattan,dining,ChIJl5_OCABZwokRkvjEfEkyuZo,,https://www.theotter.nyc/
"Harpers Southampton","286 Bridge Rd, Lower Swanwick, Southampton SO31 7EB, UK",Southampton,NY,,dining,ChIJFQXhRypudEgR6hAIyzvp0nc,,https://harperssteakhouse.co.uk/southampton/
"Angelina's Kitchen","280 Marsh Ave, Staten Island, NY 10314, USA","Staten Island",NY,"New Springville",dining,ChIJBcy5u4ZLwokRRl0zqhF1xlg,"(718) 698-2000",http://angelinaskitchennyc.com/
"Ariemma's Italian Deli","1791 Hylan Blvd, Staten Island, NY 10305, USA","Staten Island",NY,"Midland Beach",dining,ChIJ38qaNsROwokRhk-ihZWdYZE,,http://www.ariemmasitaliandeli.com/
"Honey Fried Chicken","2242 Hylan Blvd, Staten Island, NY 10306, USA","Staten Island",NY,"Midland Beach",dining,ChIJmw9XDERPwokRRhkCGNw1_IA,,https://cngfriedchicken.com/?utm_source=google
"Lee's Tavern","60 Hancock St, Staten Island, NY 10305, USA","Staten Island",NY,"Dongan Hills",dining,ChIJe7mbW8FOwokRgiTPZZmsnec,,https://leestavernnyc.com/
"Piece of Cake NYC","177 New Dorp Ln, Staten Island, NY 10306, USA","Staten Island",NY,"New Dorp",dining,ChIJBVI4_1JJwokRq1NHfBpzVTg,,https://www.pieceacakesi.com/
"Shaw-nae’s House","379 Van Duzer St, Staten Island, NY 10304, USA","Staten Island",NY,"Stapleton Heights",dining,ChIJZ5_CZk5PwokR0BV6d5x9DLU,,https://www.shawnaeshouse.com/
"Shawna's House","379 Van Duzer St, Staten Island, NY 10304, USA","Staten Island",NY,"Stapleton Heights",dining,ChIJZ5_CZk5PwokR0BV6d5x9DLU,,https://www.shawnaeshouse.com/
"Shawnae's House","379 Van Duzer St, Staten Island, NY 10304, USA","Staten Island",NY,"Stapleton Heights",dining,ChIJZ5_CZk5PwokR0BV6d5x9DLU,,https://www.shawnaeshouse.com/
"Søul Mac","1407 Richmond Ave, Staten Island, NY 10314, USA","Staten Island",NY,"Bulls Head",dining,ChIJE1LdtE9MwokRNHHD9shs56s,,https://www.eatphomac.com/
"Rise N Shine","500 Westcott St, Syracuse, NY 13210, USA",Syracuse,NY,Eastside,dining,ChIJpXbrHrHz2YkR5HLFAu_pIr0,,http://www.risenshinediner.com/
"Colima Taqueria","608 E 187th St, Bronx, NY 10458, USA","The Bronx",NY,"Little Italy",dining,ChIJlxxWZpL1wokRG65nNL_mfoQ,,https://instagram.com/colimataqueria?igshid=YmMyMTA2M2Y=
"Flamez Cuisine","3728 Bronxwood Ave, Bronx, NY 10469, USA","The Bronx",NY,Williamsbridge,dining,ChIJD1dL_3bzwokR7WkEmP2m1QU,,
Flourish,"4035 Laconia Ave, Bronx, NY 10466, USA","The Bronx",NY,"East Bronx",dining,ChIJu6ZmKaPzwokR8XRmvL0NCWw,,
"Travesias NYC","3834 E Tremont Ave, Bronx, NY 10465, USA","The Bronx",NY,"East Bronx",dining,ChIJB52uuD2LwokRNwneWmZBND8,,https://www.travesiasny.com/
dripsnyc,"684 E 241st St, Bronx, NY 10470, USA","The Bronx",NY,"East Bronx",dining,ChIJ15sUaMHzwokRjLSPxsMekxo,,http://www.dripsnyc.com/
"Le Chalet","8 E 50th St, New York, NY 10022, USA","Upstate New York",NY,Manhattan,dining,ChIJ9c4gIYRZwokRA_1DcjFkQLA,,https://www.lavenuesaks.com/
"Legacy Bar & Grill","4421 Broadway, New York, NY 10040, USA","Washington Heights",NY,Manhattan,lounge,ChIJ6XRlRlz1wokRvn_HOs6Kzvg,,https://legacybargrill.scvr.co/home
bluonthehudson,"1200 Harbor Blvd, Weehawken Township, NJ 07086, USA","Weehawken Township",NY,"",dining,ChIJ35sVdsxZwokRqWhUeLog3dw,"(201) 636-1200",https://bluonthehudson.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp
"The Shed","685 Merrick Ave, Westbury, NY 11590, USA",Westbury,NY,,dining,ChIJd3GTHeWHwokRZv1iIPErE98,,https://www.intheshed.com/
"Hear & There","109 S 6th St, Brooklyn, NY 11249, USA",Williamsburg,NY,Southside,dining,ChIJ7QZhoXxbwokR9594XbHZmF8,,https://hearandthereny.com/
"Lilli Star","353 Bedford Ave, Brooklyn, NY 11211, USA",Williamsburg,NY,Williamsburg,dining,ChIJQZdCa5VbwokRjh5DcPByUIs,,http://www.lillistarbk.com/
Limosneros,"366 Union Ave, Brooklyn, NY 11211, USA",Williamsburg,NY,Williamsburg,dining,ChIJ_dLR-YtZwokRphksDoBlwI0,,https://limosnerosbk.com/
"Mac Shack","320 Malcolm X Blvd, Brooklyn, NY 11233, USA",Williamsburg,NY,"Stuyvesant Heights",dining,ChIJ95IkNYJdwokRZsIS0ysbub0,,http://www.macshackny.com/
"Sushi On Me","742 Driggs Ave, Brooklyn, NY 11211, USA",Williamsburg,NY,Williamsburg,dining,ChIJe6L-B9VZwokRpvMcrFa0hM0,,https://www.instagram.com/sushionmenyc/
"The Cellar 42","426 S 5th St, Brooklyn, NY 11211, USA",Williamsburg,NY,Southside,dining,ChIJHYGHtKtbwokR0l9Mtbsy2ks,,https://42hotel.com/site/assets/files/1043/forty-two-hotel-brooklyn-amenities_0001.pdf
made21_barlounge,"96 Wythe Ave, Brooklyn, NY 11249, USA",Williamsburg,NY,Williamsburg,nightlife,ChIJTTA1fVJZwokRx0DvBquVwO4,,https://arlohotels.com/williamsburg/eat-and-drink/water-tower/
"Volpe Ristorante at The Fox Hollow","7725 Jericho Tpke, Woodbury, NY 11797, USA",Woodbury,NY,"",dining,ChIJU0gkDheCwokRabcCEfmySFk,"(516) 802-7501",http://www.volperestaurant.com/
"Fire steak en vis restaurant","Meylandtlaan 121, 3550 Heusden-Zolder, Belgium",Zolder-Boekt,NY,Zolder,dining,ChIJXyywtP0kwUcRX4cwgD1mDVA,,http://www.steakhousefire.be/
"Baldor Specialty Foods","155 Food Center Dr, Bronx, NY 10474, USA",city,NY,"Hunts Point",dining,ChIJh24ZUAX1wokRpRyCeKjCfG8,,https://www.baldorfood.com/
"Tang by Mr. Sun","1442 3rd Ave, New York, NY 10028, USA",city,NY,Manhattan,dining,ChIJBbw5N5lZwokRNPlNOvCQFaw,,https://www.instagram.com/tangbymr.sun/
Koi,"Rudolf-Harbig-Straße 6a, 50129 Bergheim, Germany","city name (from caption)",NY,"Hüchelhoven",dining,ChIJLXgN85VJv0cRjblVDQDludw,,https://colonia-koi.de/
"Hibachi Omakase","220-11 Linden Blvd, Cambria Heights, NY 11411, USA","Tri-State area","NY or NJ","Cambria Heights",dining,ChIJV7PIN49jwokRJvNcc5Sfnj8,,https://www.hibachiomakase.com/
"Steady Hand Cafe","710 Main St, Bradley Beach, NJ 07720, USA",city,"NY or NJ",,dining,ChIJIR5rjGAnwokRSFliaEh8HLU,,https://www.steadyhandcollective.com/
Lekkaburger,"250 W 47th St, New York, NY 10036, USA","city name (from caption)","NY or NJ (from caption)",,dining,ChIJy5GbOlRYwokR0Nb62lBJzm8,,https://www.dilli-dilli.com/
"Chano's Cantina","35-55 31st St, Astoria, NY 11106",Astoria,"New York",Astoria,dining,ChIJQ16ZBGhfwokRzRQDi_0v6hY,"(917) 832-7261",http://chanoscantina.com/
"Christos Steak House","41-08 23rd Ave, Astoria, NY 11105",Astoria,"New York",Astoria,dining,ChIJz2taOGlfwokRk4xoDPMRWbQ,"(718) 777-8400",http://www.christossteakhouse.com/
"La Vecina","30-66 Steinway St, Astoria, NY 11103",Astoria,"New York",Astoria,dining,ChIJ89r45T5fwokR5f2XdUI3-kE,"(718) 433-9399",https://www.lavecinaastoria.com/
"Truth Restaurant Astoria","27-35 21st St, Astoria, NY 11102",Astoria,"New York",Astoria,dining,ChIJx9TFWhBfwokRjqfzfLhojJo,"(347) 527-2199",https://www.truthastoria.com/
"Zikrayat Restaurant & Lounge","24-17 Steinway St, Astoria, NY 11103",Astoria,"New York",Astoria,lounge,ChIJtZ9GuFxfwokRfwtGVlhXr2E,"(718) 945-7928",http://www.zikrayatrestaurant.com/menu/
Beatstro,"135 Alexander Ave, Bronx, NY 10454",Bronx,"New York","Port Morris",dining,ChIJbwExnN31wokRZZ9XeXdpYXg,"(718) 489-9397",https://www.beatstro.com/
"Rosa's At Park","2568 Park Ave 1st Floor, Bronx, NY 10451",Bronx,"New York","West Bronx",dining,ChIJgfSTonj1wokRA3vK2Lzo04Q,"(929) 502-3700",http://rosaatpark.com/
"Vistamar Restaurant & Lounge","565 City Island Ave, Bronx, NY 10464",Bronx,"New York","City Island",lounge,ChIJW7aDKX2MwokR12TIBtjJsos,"(718) 709-0888",https://www.vistamarcityisland.com/
"Amber Steak House","119 Nassau Ave, Brooklyn, NY 11222",Brooklyn,"New York",Greenpoint,dining,ChIJAXRH6kVZwokRgV_sanKaFCg,"(718) 389-3757",http://ambersteak.house/
"Bee's Knees & Honey Lounge","65 N 7th St, Brooklyn, NY 11249",Brooklyn,"New York",Williamsburg,lounge,ChIJ__96vgVZwokRgkcY1cmk_VM,"(929) 531-9781",http://www.beeskneesbk.com/
"Blend Williamsburg","291 Kent Ave, Brooklyn, NY 11249, United States",Brooklyn,"New York",Williamsburg,dining,ChIJk62gNytZwokRSLZc8yzal0M,"+1 718-302-2200",https://www.blendwilliamsburg.com/
"Casa Ora","148 Meserole St, Brooklyn, NY 11206",Brooklyn,"New York",Williamsburg,dining,ChIJqRe1FMpbwokRQqWHvCtpSO8,"(718) 223-3116",https://www.casaoranyc.com/
"El Zason","491 Atlantic Ave, Brooklyn, NY 11217",Brooklyn,"New York","Boerum Hill",dining,ChIJX0ngNbRbwokR2sNkLsVtQMY,"(718) 683-2217",http://elzasonbrooklyn.com/
"Flava II Restaurant & Lounge","8920 Avenue D, Brooklyn, NY 11236",Brooklyn,"New York",Canarsie,lounge,ChIJvwCx9r9cwokRE0MYvyLxZpI,"(718) 975-8512",http://flava2lounge.com/
"Jajaja Mexicana","119 Kent Ave, Brooklyn, NY 11249",Brooklyn,"New York",Williamsburg,dining,ChIJgV3yD_lZwokRPTi6aPfX2yo,"(860) 479-2872",https://www.jajajamexicana.com/
"Juliette Restaurant","135 N 5th St, Brooklyn, NY 11249",Brooklyn,"New York",Williamsburg,dining,ChIJmzYoB15ZwokROjsEj7yZM_k,"(718) 388-9222",https://juliettebk.com/?utm_source=google
"LILLI RESTAURANT","1344 Utica Ave, Brooklyn, NY 11203",Brooklyn,"New York","East Flatbush",dining,ChIJU4xg2bNdwokR6PnQa_O3Sx4,"(347) 455-0107",https://lillirestaurant.com/
"La Nonna Ristorante & Bar - Williamsburg, Brooklyn","184 Kent Ave, Brooklyn, NY 11249, United States",Brooklyn,"New York",Williamsburg,dining,ChIJ-RvD9UJZwokRKA4cSlC_vtE,"+1 718-302-1100",http://www.lanonnabk.com/
"Rule of Thirds","171 Banker St, Brooklyn, NY 11222",Brooklyn,"New York",Greenpoint,dining,ChIJaQRXYuRZwokRHjAN5MkBizY,"(347) 334-6684",http://thirdsbk.com/
Sereneco,"113 Franklin St, Brooklyn, NY 11222",Brooklyn,"New York",Greenpoint,dining,ChIJH_-tMGlZwokRqIqHR22D-zU,"(929) 295-0152",http://sereneconyc.com/
"Sungold Restaurant Brooklyn NY (Arlo Williamsburg)","96 Wythe Ave, Brooklyn, NY 11249, United States",Brooklyn,"New York",Williamsburg,dining,ChIJ7foAEE1ZwokRuCUXXm3WxGs,"+1 718-408-7251",https://www.sungoldbk.com/
"Westville Williamsburg","658 Driggs Ave, Brooklyn, NY 11211",Brooklyn,"New York",Williamsburg,dining,ChIJm9GtTY5ZwokRFnOhaQn81JM,"(347) 305-0403",https://westvillenyc.com/locations/westville-williamsburg/
"Win Son","159 Graham Ave, Brooklyn, NY 11206",Brooklyn,"New York",Williamsburg,dining,ChIJ4-bYSvxbwokRPhLlLQFzOEo,"(347) 457-6010",https://winsonbrooklyn.com/
"de Mole","2 Hope St, Brooklyn, NY 11211",Brooklyn,"New York",Williamsburg,dining,ChIJD5YEVx1ZwokRKGJx4gpjwOM,"(347) 721-3399",http://demolehopest.com/
"Fogo de Chão Brazilian Steakhouse","92-50 59th Ave, Elmhurst, NY 11373",Elmhurst,"New York",Elmhurst,dining,ChIJrdwHMBVfwokR2vrJsy8aTOo,"(929) 379-4333",https://fogodechao.com/location/queens/
"Gyu-Kaku Japanese BBQ","40-52 Main St floor 2, Flushing, NY 11354",Flushing,"New York",Flushing,dining,ChIJGU71_hFgwokR5sr2hL0toaA,"(347) 542-3653",http://www.gyu-kaku.com/flushing
"Nick's Bistro","104-20 Metropolitan Ave, Flushing, NY 11375",Flushing,"New York",Flushing,dining,ChIJVeH-jBtewokR9ZsFO83CeQs,"(718) 544-6425",http://nicksbistro.com/
"PRIME Mēt Steakhouse","12th Floor, 133-36 37th Ave, Flushing, NY 11354",Flushing,"New York",Flushing,dining,ChIJKfcRG71hwokRh8dlnlDyeik,"(718) 898-6666",http://primemetny.com/
"PRIME Mēt Steakhouse","12th Floor, 133-36 37th Ave, Flushing, NY 11354",Flushing,"New York",Flushing,dining,ChIJKfcRG71hwokRh8dlnlDyeik,"(718) 898-6666",http://primemetny.com/
